,grid_id,grid_size,complexity,instance_id,total_cells,errors,error_rate,multi_optimal_cells,transform_type
35,grid_size11_complexity0.00_0008_TransposeEnv,11,0.0,8,80,0,0.0,64,TransposeEnv
36,grid_size11_complexity0.00_0009_ReflectEnv,11,0.0,9,80,0,0.0,64,ReflectEnv
37,grid_size11_complexity0.00_0009_RotateEnv,11,0.0,9,80,1,0.0125,64,RotateEnv
38,grid_size11_complexity0.00_0009_StartGoalSwap,11,0.0,9,80,0,0.0,64,StartGoalSwap
39,grid_size11_complexity0.00_0009_TransposeEnv,11,0.0,9,80,0,0.0,64,TransposeEnv
40,grid_size11_complexity0.20_0000_ReflectEnv,11,0.2,0,73,6,0.0821917808219178,41,ReflectEnv
41,grid_size11_complexity0.20_0000_RotateEnv,11,0.2,0,73,5,0.0684931506849315,41,RotateEnv
42,grid_size11_complexity0.20_0000_StartGoalSwap,11,0.2,0,73,1,0.0136986301369863,45,StartGoalSwap
43,grid_size11_complexity0.20_0000_TransposeEnv,11,0.2,0,73,6,0.0821917808219178,41,TransposeEnv
44,grid_size11_complexity0.20_0001_ReflectEnv,11,0.2,1,73,7,0.0958904109589041,45,ReflectEnv
45,grid_size11_complexity0.20_0001_RotateEnv,11,0.2,1,73,2,0.0273972602739726,45,RotateEnv
46,grid_size11_complexity0.20_0001_StartGoalSwap,11,0.2,1,73,0,0.0,43,StartGoalSwap
47,grid_size11_complexity0.20_0001_TransposeEnv,11,0.2,1,73,1,0.0136986301369863,45,TransposeEnv
48,grid_size11_complexity0.20_0002_ReflectEnv,11,0.2,2,73,4,0.0547945205479452,41,ReflectEnv
49,grid_size11_complexity0.20_0002_RotateEnv,11,0.2,2,73,4,0.0547945205479452,41,RotateEnv
50,grid_size13_complexity1.00_0002_StartGoalSwap,13,1.0,2,70,21,0.3,0,StartGoalSwap
51,grid_size13_complexity1.00_0002_TransposeEnv,13,1.0,2,70,22,0.3142857142857143,0,TransposeEnv
52,grid_size13_complexity1.00_0003_ReflectEnv,13,1.0,3,70,19,0.2714285714285714,0,ReflectEnv
53,grid_size13_complexity1.00_0003_RotateEnv,13,1.0,3,70,22,0.3142857142857143,0,RotateEnv
54,grid_size13_complexity1.00_0003_StartGoalSwap,13,1.0,3,70,24,0.3428571428571428,0,StartGoalSwap
55,grid_size13_complexity1.00_0003_TransposeEnv,13,1.0,3,70,15,0.2142857142857142,0,TransposeEnv
56,grid_size13_complexity1.00_0004_ReflectEnv,13,1.0,4,70,17,0.2428571428571428,0,ReflectEnv
57,grid_size13_complexity1.00_0004_RotateEnv,13,1.0,4,70,20,0.2857142857142857,0,RotateEnv
58,grid_size13_complexity1.00_0004_StartGoalSwap,13,1.0,4,70,16,0.2285714285714285,0,StartGoalSwap
59,grid_size13_complexity1.00_0004_TransposeEnv,13,1.0,4,70,13,0.1857142857142857,0,TransposeEnv
60,grid_size13_complexity1.00_0005_ReflectEnv,13,1.0,5,70,25,0.3571428571428571,0,ReflectEnv
61,grid_size13_complexity1.00_0005_RotateEnv,13,1.0,5,70,17,0.2428571428571428,0,RotateEnv
62,grid_size13_complexity1.00_0005_StartGoalSwap,13,1.0,5,70,27,0.3857142857142857,0,StartGoalSwap
63,grid_size13_complexity1.00_0005_TransposeEnv,13,1.0,5,70,21,0.3,0,TransposeEnv
64,grid_size13_complexity1.00_0006_ReflectEnv,13,1.0,6,70,24,0.3428571428571428,0,ReflectEnv
65,grid_size13_complexity1.00_0006_RotateEnv,13,1.0,6,70,18,0.2571428571428571,0,RotateEnv
66,grid_size13_complexity1.00_0006_StartGoalSwap,13,1.0,6,70,20,0.2857142857142857,0,StartGoalSwap
67,grid_size13_complexity1.00_0006_TransposeEnv,13,1.0,6,70,25,0.3571428571428571,0,TransposeEnv
68,grid_size13_complexity1.00_0007_ReflectEnv,13,1.0,7,70,31,0.4428571428571428,0,ReflectEnv
69,grid_size13_complexity1.00_0007_RotateEnv,13,1.0,7,70,23,0.3285714285714285,0,RotateEnv
70,grid_size13_complexity1.00_0007_StartGoalSwap,13,1.0,7,70,24,0.3428571428571428,0,StartGoalSwap
71,grid_size13_complexity1.00_0007_TransposeEnv,13,1.0,7,70,32,0.4571428571428571,0,TransposeEnv
72,grid_size13_complexity1.00_0008_ReflectEnv,13,1.0,8,70,16,0.2285714285714285,0,ReflectEnv
73,grid_size13_complexity1.00_0008_RotateEnv,13,1.0,8,70,15,0.2142857142857142,0,RotateEnv
74,grid_size13_complexity1.00_0008_StartGoalSwap,13,1.0,8,70,16,0.2285714285714285,0,StartGoalSwap
75,grid_size13_complexity1.00_0008_TransposeEnv,13,1.0,8,70,22,0.3142857142857143,0,TransposeEnv
76,grid_size13_complexity1.00_0009_ReflectEnv,13,1.0,9,70,17,0.2428571428571428,0,ReflectEnv
77,grid_size13_complexity1.00_0009_RotateEnv,13,1.0,9,70,17,0.2428571428571428,0,RotateEnv
78,grid_size13_complexity1.00_0009_StartGoalSwap,13,1.0,9,70,22,0.3142857142857143,0,StartGoalSwap
79,grid_size13_complexity1.00_0009_TransposeEnv,13,1.0,9,70,20,0.2857142857142857,0,TransposeEnv
80,grid_size15_complexity0.00_0000_ReflectEnv,15,0.0,0,168,0,0.0,144,ReflectEnv
81,grid_size15_complexity0.00_0000_RotateEnv,15,0.0,0,168,2,0.0119047619047619,144,RotateEnv
82,grid_size15_complexity0.00_0000_StartGoalSwap,15,0.0,0,168,0,0.0,144,StartGoalSwap
83,grid_size15_complexity0.00_0000_TransposeEnv,15,0.0,0,168,1,0.0059523809523809,144,TransposeEnv
84,grid_size15_complexity0.00_0001_ReflectEnv,15,0.0,1,168,2,0.0119047619047619,144,ReflectEnv
85,grid_size15_complexity0.00_0001_RotateEnv,15,0.0,1,168,1,0.0059523809523809,144,RotateEnv
86,grid_size15_complexity0.00_0001_StartGoalSwap,15,0.0,1,168,0,0.0,144,StartGoalSwap
87,grid_size15_complexity0.00_0001_TransposeEnv,15,0.0,1,168,0,0.0,144,TransposeEnv
88,grid_size15_complexity0.00_0002_ReflectEnv,15,0.0,2,168,0,0.0,144,ReflectEnv
89,grid_size15_complexity0.00_0002_RotateEnv,15,0.0,2,168,0,0.0,144,RotateEnv
90,grid_size15_complexity0.00_0002_StartGoalSwap,15,0.0,2,168,0,0.0,144,StartGoalSwap
91,grid_size15_complexity0.00_0002_TransposeEnv,15,0.0,2,168,0,0.0,144,TransposeEnv
92,grid_size15_complexity0.00_0003_ReflectEnv,15,0.0,3,168,1,0.0059523809523809,144,ReflectEnv
93,grid_size15_complexity0.00_0003_RotateEnv,15,0.0,3,168,0,0.0,144,RotateEnv
94,grid_size15_complexity0.00_0003_StartGoalSwap,15,0.0,3,168,4,0.0238095238095238,144,StartGoalSwap
95,grid_size15_complexity0.00_0003_TransposeEnv,15,0.0,3,168,0,0.0,144,TransposeEnv
96,grid_size15_complexity0.00_0004_ReflectEnv,15,0.0,4,168,0,0.0,144,ReflectEnv
97,grid_size15_complexity0.00_0004_RotateEnv,15,0.0,4,168,0,0.0,144,RotateEnv
98,grid_size15_complexity0.00_0004_StartGoalSwap,15,0.0,4,168,1,0.0059523809523809,144,StartGoalSwap
99,grid_size15_complexity0.00_0004_TransposeEnv,15,0.0,4,168,0,0.0,144,TransposeEnv
100,grid_size15_complexity0.00_0005_ReflectEnv,15,0.0,5,168,0,0.0,144,ReflectEnv
101,grid_size15_complexity0.00_0005_RotateEnv,15,0.0,5,168,0,0.0,144,RotateEnv
102,grid_size15_complexity0.00_0005_StartGoalSwap,15,0.0,5,168,0,0.0,144,StartGoalSwap
103,grid_size15_complexity0.00_0005_TransposeEnv,15,0.0,5,168,0,0.0,144,TransposeEnv
104,grid_size15_complexity0.00_0006_ReflectEnv,15,0.0,6,168,0,0.0,144,ReflectEnv
105,grid_size15_complexity0.00_0006_RotateEnv,15,0.0,6,168,0,0.0,144,RotateEnv
106,grid_size15_complexity0.00_0006_StartGoalSwap,15,0.0,6,168,0,0.0,144,StartGoalSwap
107,grid_size15_complexity0.00_0006_TransposeEnv,15,0.0,6,168,0,0.0,144,TransposeEnv
108,grid_size15_complexity0.00_0007_ReflectEnv,15,0.0,7,168,0,0.0,144,ReflectEnv
109,grid_size15_complexity0.00_0007_RotateEnv,15,0.0,7,168,0,0.0,144,RotateEnv
110,grid_size15_complexity0.00_0007_StartGoalSwap,15,0.0,7,168,0,0.0,144,StartGoalSwap
111,grid_size15_complexity0.00_0007_TransposeEnv,15,0.0,7,168,0,0.0,144,TransposeEnv
112,grid_size15_complexity0.00_0008_ReflectEnv,15,0.0,8,168,0,0.0,144,ReflectEnv
113,grid_size15_complexity0.00_0008_RotateEnv,15,0.0,8,168,5,0.0297619047619047,144,RotateEnv
114,grid_size15_complexity0.00_0008_StartGoalSwap,15,0.0,8,168,0,0.0,144,StartGoalSwap
115,grid_size15_complexity0.00_0008_TransposeEnv,15,0.0,8,168,0,0.0,144,TransposeEnv
116,grid_size15_complexity0.00_0009_ReflectEnv,15,0.0,9,168,0,0.0,144,ReflectEnv
117,grid_size15_complexity0.00_0009_RotateEnv,15,0.0,9,168,0,0.0,144,RotateEnv
118,grid_size15_complexity0.00_0009_StartGoalSwap,15,0.0,9,168,0,0.0,144,StartGoalSwap
119,grid_size15_complexity0.00_0009_TransposeEnv,15,0.0,9,168,0,0.0,144,TransposeEnv
120,grid_size15_complexity0.20_0000_ReflectEnv,15,0.2,0,153,13,0.0849673202614379,104,ReflectEnv
121,grid_size15_complexity0.20_0000_RotateEnv,15,0.2,0,153,7,0.0457516339869281,104,RotateEnv
122,grid_size15_complexity0.20_0000_StartGoalSwap,15,0.2,0,153,13,0.0849673202614379,104,StartGoalSwap
123,grid_size15_complexity0.20_0000_TransposeEnv,15,0.2,0,153,24,0.1568627450980392,104,TransposeEnv
124,grid_size15_complexity0.20_0001_ReflectEnv,15,0.2,1,153,8,0.0522875816993464,96,ReflectEnv
125,grid_size15_complexity0.20_0001_RotateEnv,15,0.2,1,153,14,0.0915032679738562,96,RotateEnv
126,grid_size15_complexity0.20_0001_StartGoalSwap,15,0.2,1,153,9,0.0588235294117647,101,StartGoalSwap
127,grid_size15_complexity0.20_0001_TransposeEnv,15,0.2,1,153,13,0.0849673202614379,96,TransposeEnv
128,grid_size15_complexity0.20_0002_ReflectEnv,15,0.2,2,153,14,0.0915032679738562,99,ReflectEnv
129,grid_size15_complexity0.20_0002_RotateEnv,15,0.2,2,153,8,0.0522875816993464,99,RotateEnv
130,grid_size15_complexity0.20_0002_StartGoalSwap,15,0.2,2,153,10,0.065359477124183,96,StartGoalSwap
131,grid_size15_complexity0.20_0002_TransposeEnv,15,0.2,2,153,4,0.0261437908496732,99,TransposeEnv
132,grid_size15_complexity0.20_0003_ReflectEnv,15,0.2,3,153,11,0.0718954248366013,104,ReflectEnv
133,grid_size15_complexity0.20_0003_RotateEnv,15,0.2,3,153,3,0.0196078431372549,104,RotateEnv
134,grid_size15_complexity0.20_0003_StartGoalSwap,15,0.2,3,153,10,0.065359477124183,100,StartGoalSwap
135,grid_size15_complexity0.20_0003_TransposeEnv,15,0.2,3,153,12,0.0784313725490196,104,TransposeEnv
136,grid_size15_complexity0.20_0004_ReflectEnv,15,0.2,4,153,7,0.0457516339869281,99,ReflectEnv
137,grid_size15_complexity0.20_0004_RotateEnv,15,0.2,4,153,11,0.0718954248366013,99,RotateEnv
138,grid_size15_complexity0.20_0004_StartGoalSwap,15,0.2,4,153,8,0.0522875816993464,96,StartGoalSwap
139,grid_size15_complexity0.20_0004_TransposeEnv,15,0.2,4,153,9,0.0588235294117647,99,TransposeEnv
140,grid_size15_complexity0.20_0005_ReflectEnv,15,0.2,5,153,9,0.0588235294117647,101,ReflectEnv
141,grid_size15_complexity0.20_0005_RotateEnv,15,0.2,5,153,9,0.0588235294117647,101,RotateEnv
142,grid_size15_complexity0.20_0005_StartGoalSwap,15,0.2,5,153,17,0.1111111111111111,98,StartGoalSwap
143,grid_size15_complexity0.20_0005_TransposeEnv,15,0.2,5,153,7,0.0457516339869281,101,TransposeEnv
144,grid_size15_complexity0.20_0006_ReflectEnv,15,0.2,6,153,20,0.130718954248366,100,ReflectEnv
145,grid_size15_complexity0.20_0006_RotateEnv,15,0.2,6,153,18,0.1176470588235294,100,RotateEnv
146,grid_size15_complexity0.20_0006_StartGoalSwap,15,0.2,6,153,6,0.0392156862745098,102,StartGoalSwap
147,grid_size15_complexity0.20_0006_TransposeEnv,15,0.2,6,153,6,0.0392156862745098,100,TransposeEnv
148,grid_size15_complexity0.20_0007_ReflectEnv,15,0.2,7,153,6,0.0392156862745098,97,ReflectEnv
149,grid_size15_complexity0.20_0007_RotateEnv,15,0.2,7,153,27,0.1764705882352941,97,RotateEnv
150,grid_size15_complexity0.20_0007_StartGoalSwap,15,0.2,7,153,22,0.1437908496732026,103,StartGoalSwap
151,grid_size15_complexity0.20_0007_TransposeEnv,15,0.2,7,153,11,0.0718954248366013,97,TransposeEnv
152,grid_size15_complexity0.20_0008_ReflectEnv,15,0.2,8,153,12,0.0784313725490196,98,ReflectEnv
153,grid_size15_complexity0.20_0008_RotateEnv,15,0.2,8,153,8,0.0522875816993464,98,RotateEnv
154,grid_size15_complexity0.20_0008_StartGoalSwap,15,0.2,8,153,10,0.065359477124183,103,StartGoalSwap
155,grid_size15_complexity0.20_0008_TransposeEnv,15,0.2,8,153,13,0.0849673202614379,98,TransposeEnv
156,grid_size15_complexity0.20_0009_ReflectEnv,15,0.2,9,153,17,0.1111111111111111,91,ReflectEnv
157,grid_size15_complexity0.20_0009_RotateEnv,15,0.2,9,153,11,0.0718954248366013,91,RotateEnv
158,grid_size15_complexity0.20_0009_StartGoalSwap,15,0.2,9,153,11,0.0718954248366013,99,StartGoalSwap
159,grid_size15_complexity0.20_0009_TransposeEnv,15,0.2,9,153,10,0.065359477124183,91,TransposeEnv
160,grid_size15_complexity0.40_0000_ReflectEnv,15,0.4,0,139,14,0.1007194244604316,67,ReflectEnv
161,grid_size15_complexity0.40_0000_RotateEnv,15,0.4,0,139,21,0.1510791366906475,67,RotateEnv
162,grid_size15_complexity0.40_0000_StartGoalSwap,15,0.4,0,139,19,0.1366906474820144,69,StartGoalSwap
163,grid_size15_complexity0.40_0000_TransposeEnv,15,0.4,0,139,27,0.1942446043165467,67,TransposeEnv
164,grid_size15_complexity0.40_0001_ReflectEnv,15,0.4,1,139,22,0.158273381294964,66,ReflectEnv
165,grid_size15_complexity0.40_0001_RotateEnv,15,0.4,1,139,24,0.1726618705035971,66,RotateEnv
166,grid_size15_complexity0.40_0001_StartGoalSwap,15,0.4,1,139,31,0.2230215827338129,65,StartGoalSwap
167,grid_size15_complexity0.40_0001_TransposeEnv,15,0.4,1,139,22,0.158273381294964,66,TransposeEnv
168,grid_size15_complexity0.40_0002_ReflectEnv,15,0.4,2,139,25,0.1798561151079136,64,ReflectEnv
169,grid_size15_complexity0.40_0002_RotateEnv,15,0.4,2,139,7,0.0503597122302158,64,RotateEnv
170,grid_size15_complexity0.40_0002_StartGoalSwap,15,0.4,2,139,18,0.1294964028776978,65,StartGoalSwap
171,grid_size15_complexity0.40_0002_TransposeEnv,15,0.4,2,139,8,0.0575539568345323,64,TransposeEnv
172,grid_size15_complexity0.40_0003_ReflectEnv,15,0.4,3,139,14,0.1007194244604316,58,ReflectEnv
173,grid_size15_complexity0.40_0003_RotateEnv,15,0.4,3,139,18,0.1294964028776978,58,RotateEnv
174,grid_size15_complexity0.40_0003_StartGoalSwap,15,0.4,3,139,15,0.1079136690647482,62,StartGoalSwap
175,grid_size15_complexity0.40_0003_TransposeEnv,15,0.4,3,139,11,0.079136690647482,58,TransposeEnv
176,grid_size15_complexity0.40_0004_ReflectEnv,15,0.4,4,139,23,0.1654676258992805,69,ReflectEnv
177,grid_size15_complexity0.40_0004_RotateEnv,15,0.4,4,139,12,0.0863309352517985,69,RotateEnv
178,grid_size15_complexity0.40_0004_StartGoalSwap,15,0.4,4,139,32,0.2302158273381295,66,StartGoalSwap
179,grid_size15_complexity0.40_0004_TransposeEnv,15,0.4,4,139,9,0.0647482014388489,69,TransposeEnv
180,grid_size15_complexity0.40_0005_ReflectEnv,15,0.4,5,139,13,0.0935251798561151,70,ReflectEnv
181,grid_size15_complexity0.40_0005_RotateEnv,15,0.4,5,139,6,0.0431654676258992,70,RotateEnv
182,grid_size15_complexity0.40_0005_StartGoalSwap,15,0.4,5,139,18,0.1294964028776978,67,StartGoalSwap
183,grid_size15_complexity0.40_0005_TransposeEnv,15,0.4,5,139,8,0.0575539568345323,70,TransposeEnv
184,grid_size15_complexity0.40_0006_ReflectEnv,15,0.4,6,139,25,0.1798561151079136,74,ReflectEnv
185,grid_size15_complexity0.40_0006_RotateEnv,15,0.4,6,139,42,0.302158273381295,74,RotateEnv
186,grid_size15_complexity0.40_0006_StartGoalSwap,15,0.4,6,139,30,0.2158273381294964,71,StartGoalSwap
187,grid_size15_complexity0.40_0006_TransposeEnv,15,0.4,6,139,21,0.1510791366906475,74,TransposeEnv
188,grid_size15_complexity0.40_0007_ReflectEnv,15,0.4,7,139,21,0.1510791366906475,62,ReflectEnv
189,grid_size15_complexity0.40_0007_RotateEnv,15,0.4,7,139,28,0.2014388489208633,62,RotateEnv
190,grid_size15_complexity0.40_0007_StartGoalSwap,15,0.4,7,139,31,0.2230215827338129,62,StartGoalSwap
191,grid_size15_complexity0.40_0007_TransposeEnv,15,0.4,7,139,20,0.1438848920863309,62,TransposeEnv
192,grid_size15_complexity0.40_0008_ReflectEnv,15,0.4,8,139,13,0.0935251798561151,69,ReflectEnv
193,grid_size15_complexity0.40_0008_RotateEnv,15,0.4,8,139,15,0.1079136690647482,69,RotateEnv
194,grid_size15_complexity0.40_0008_StartGoalSwap,15,0.4,8,139,13,0.0935251798561151,69,StartGoalSwap
195,grid_size15_complexity0.40_0008_TransposeEnv,15,0.4,8,139,11,0.079136690647482,69,TransposeEnv
196,grid_size15_complexity0.40_0009_ReflectEnv,15,0.4,9,139,21,0.1510791366906475,64,ReflectEnv
197,grid_size15_complexity0.40_0009_RotateEnv,15,0.4,9,139,17,0.1223021582733813,64,RotateEnv
198,grid_size15_complexity0.40_0009_StartGoalSwap,15,0.4,9,139,29,0.2086330935251798,66,StartGoalSwap
199,grid_size15_complexity0.40_0009_TransposeEnv,15,0.4,9,139,27,0.1942446043165467,64,TransposeEnv
200,grid_size15_complexity0.60_0000_ReflectEnv,15,0.6,0,124,28,0.2258064516129032,38,ReflectEnv
201,grid_size15_complexity0.60_0000_RotateEnv,15,0.6,0,124,21,0.1693548387096774,38,RotateEnv
202,grid_size15_complexity0.60_0000_StartGoalSwap,15,0.6,0,124,32,0.2580645161290322,39,StartGoalSwap
203,grid_size15_complexity0.60_0000_TransposeEnv,15,0.6,0,124,24,0.1935483870967742,38,TransposeEnv
204,grid_size15_complexity0.60_0001_ReflectEnv,15,0.6,1,124,12,0.0967741935483871,40,ReflectEnv
205,grid_size15_complexity0.60_0001_RotateEnv,15,0.6,1,124,28,0.2258064516129032,40,RotateEnv
206,grid_size15_complexity0.60_0001_StartGoalSwap,15,0.6,1,124,31,0.25,43,StartGoalSwap
207,grid_size15_complexity0.60_0001_TransposeEnv,15,0.6,1,124,18,0.1451612903225806,40,TransposeEnv
208,grid_size15_complexity0.60_0002_ReflectEnv,15,0.6,2,124,31,0.25,39,ReflectEnv
209,grid_size15_complexity0.60_0002_RotateEnv,15,0.6,2,124,24,0.1935483870967742,39,RotateEnv
210,grid_size15_complexity0.60_0002_StartGoalSwap,15,0.6,2,124,17,0.1370967741935483,38,StartGoalSwap
211,grid_size15_complexity0.60_0002_TransposeEnv,15,0.6,2,124,19,0.1532258064516129,39,TransposeEnv
212,grid_size15_complexity0.60_0003_ReflectEnv,15,0.6,3,124,17,0.1370967741935483,36,ReflectEnv
213,grid_size15_complexity0.60_0003_RotateEnv,15,0.6,3,124,19,0.1532258064516129,36,RotateEnv
214,grid_size15_complexity0.60_0003_StartGoalSwap,15,0.6,3,124,21,0.1693548387096774,34,StartGoalSwap
215,grid_size15_complexity0.60_0003_TransposeEnv,15,0.6,3,124,26,0.2096774193548387,36,TransposeEnv
216,grid_size15_complexity0.60_0004_ReflectEnv,15,0.6,4,124,36,0.2903225806451613,43,ReflectEnv
217,grid_size15_complexity0.60_0004_RotateEnv,15,0.6,4,124,30,0.2419354838709677,43,RotateEnv
218,grid_size15_complexity0.60_0004_StartGoalSwap,15,0.6,4,124,23,0.1854838709677419,43,StartGoalSwap
219,grid_size15_complexity0.60_0004_TransposeEnv,15,0.6,4,124,36,0.2903225806451613,43,TransposeEnv
220,grid_size15_complexity0.60_0005_ReflectEnv,15,0.6,5,124,26,0.2096774193548387,37,ReflectEnv
221,grid_size15_complexity0.60_0005_RotateEnv,15,0.6,5,124,19,0.1532258064516129,37,RotateEnv
222,grid_size15_complexity0.60_0005_StartGoalSwap,15,0.6,5,124,17,0.1370967741935483,38,StartGoalSwap
223,grid_size15_complexity0.60_0005_TransposeEnv,15,0.6,5,124,25,0.2016129032258064,37,TransposeEnv
224,grid_size15_complexity0.60_0006_ReflectEnv,15,0.6,6,124,14,0.1129032258064516,37,ReflectEnv
225,grid_size15_complexity0.60_0006_RotateEnv,15,0.6,6,124,41,0.3306451612903225,37,RotateEnv
226,grid_size15_complexity0.60_0006_StartGoalSwap,15,0.6,6,124,18,0.1451612903225806,38,StartGoalSwap
227,grid_size15_complexity0.60_0006_TransposeEnv,15,0.6,6,124,35,0.282258064516129,37,TransposeEnv
228,grid_size15_complexity0.60_0007_ReflectEnv,15,0.6,7,124,26,0.2096774193548387,38,ReflectEnv
229,grid_size15_complexity0.60_0007_RotateEnv,15,0.6,7,124,28,0.2258064516129032,38,RotateEnv
230,grid_size15_complexity0.60_0007_StartGoalSwap,15,0.6,7,124,32,0.2580645161290322,42,StartGoalSwap
231,grid_size15_complexity0.60_0007_TransposeEnv,15,0.6,7,124,23,0.1854838709677419,38,TransposeEnv
232,grid_size15_complexity0.60_0008_ReflectEnv,15,0.6,8,124,17,0.1370967741935483,35,ReflectEnv
233,grid_size15_complexity0.60_0008_RotateEnv,15,0.6,8,124,27,0.2177419354838709,35,RotateEnv
234,grid_size15_complexity0.60_0008_StartGoalSwap,15,0.6,8,124,24,0.1935483870967742,36,StartGoalSwap
235,grid_size15_complexity0.60_0008_TransposeEnv,15,0.6,8,124,17,0.1370967741935483,35,TransposeEnv
236,grid_size15_complexity0.60_0009_ReflectEnv,15,0.6,9,124,24,0.1935483870967742,37,ReflectEnv
237,grid_size15_complexity0.60_0009_RotateEnv,15,0.6,9,124,32,0.2580645161290322,37,RotateEnv
238,grid_size15_complexity0.60_0009_StartGoalSwap,15,0.6,9,124,30,0.2419354838709677,37,StartGoalSwap
239,grid_size15_complexity0.60_0009_TransposeEnv,15,0.6,9,124,25,0.2016129032258064,37,TransposeEnv
240,grid_size15_complexity0.80_0000_ReflectEnv,15,0.8,0,110,36,0.3272727272727272,15,ReflectEnv
241,grid_size15_complexity0.80_0000_RotateEnv,15,0.8,0,110,30,0.2727272727272727,15,RotateEnv
242,grid_size15_complexity0.80_0000_StartGoalSwap,15,0.8,0,110,43,0.3909090909090909,14,StartGoalSwap
243,grid_size15_complexity0.80_0000_TransposeEnv,15,0.8,0,110,35,0.3181818181818182,15,TransposeEnv
244,grid_size15_complexity0.80_0001_ReflectEnv,15,0.8,1,110,30,0.2727272727272727,16,ReflectEnv
245,grid_size15_complexity0.80_0001_RotateEnv,15,0.8,1,110,37,0.3363636363636363,16,RotateEnv
246,grid_size15_complexity0.80_0001_StartGoalSwap,15,0.8,1,110,28,0.2545454545454545,16,StartGoalSwap
247,grid_size15_complexity0.80_0001_TransposeEnv,15,0.8,1,110,33,0.3,16,TransposeEnv
248,grid_size15_complexity0.80_0002_ReflectEnv,15,0.8,2,110,33,0.3,16,ReflectEnv
249,grid_size15_complexity0.80_0002_RotateEnv,15,0.8,2,110,25,0.2272727272727272,16,RotateEnv
