,grid_id,grid_size,complexity,instance_id,total_cells,errors,error_rate,multi_optimal_cells,transform_type
250,grid_size15_complexity0.80_0002_StartGoalSwap,15,0.8,2,110,34,0.3090909090909091,17,StartGoalSwap
251,grid_size15_complexity0.80_0002_TransposeEnv,15,0.8,2,110,30,0.2727272727272727,16,TransposeEnv
252,grid_size15_complexity0.80_0003_ReflectEnv,15,0.8,3,110,28,0.2545454545454545,22,ReflectEnv
253,grid_size15_complexity0.80_0003_RotateEnv,15,0.8,3,110,32,0.2909090909090909,22,RotateEnv
254,grid_size15_complexity0.80_0003_StartGoalSwap,15,0.8,3,110,26,0.2363636363636363,22,StartGoalSwap
255,grid_size15_complexity0.80_0003_TransposeEnv,15,0.8,3,110,26,0.2363636363636363,22,TransposeEnv
256,grid_size15_complexity0.80_0004_ReflectEnv,15,0.8,4,110,41,0.3727272727272727,15,ReflectEnv
257,grid_size15_complexity0.80_0004_RotateEnv,15,0.8,4,110,37,0.3363636363636363,15,RotateEnv
258,grid_size15_complexity0.80_0004_StartGoalSwap,15,0.8,4,110,31,0.2818181818181818,15,StartGoalSwap
259,grid_size15_complexity0.80_0004_TransposeEnv,15,0.8,4,110,44,0.4,15,TransposeEnv
260,grid_size15_complexity0.80_0005_ReflectEnv,15,0.8,5,110,29,0.2636363636363636,15,ReflectEnv
261,grid_size15_complexity0.80_0005_RotateEnv,15,0.8,5,110,27,0.2454545454545454,15,RotateEnv
262,grid_size15_complexity0.80_0005_StartGoalSwap,15,0.8,5,110,21,0.1909090909090909,16,StartGoalSwap
263,grid_size15_complexity0.80_0005_TransposeEnv,15,0.8,5,110,26,0.2363636363636363,15,TransposeEnv
264,grid_size15_complexity0.80_0006_ReflectEnv,15,0.8,6,110,41,0.3727272727272727,19,ReflectEnv
265,grid_size15_complexity0.80_0006_RotateEnv,15,0.8,6,110,41,0.3727272727272727,19,RotateEnv
266,grid_size15_complexity0.80_0006_StartGoalSwap,15,0.8,6,110,23,0.209090909090909,18,StartGoalSwap
267,grid_size15_complexity0.80_0006_TransposeEnv,15,0.8,6,110,46,0.4181818181818181,19,TransposeEnv
268,grid_size15_complexity0.80_0007_ReflectEnv,15,0.8,7,110,25,0.2272727272727272,14,ReflectEnv
269,grid_size15_complexity0.80_0007_RotateEnv,15,0.8,7,110,27,0.2454545454545454,14,RotateEnv
270,grid_size15_complexity0.80_0007_StartGoalSwap,15,0.8,7,110,29,0.2636363636363636,16,StartGoalSwap
271,grid_size15_complexity0.80_0007_TransposeEnv,15,0.8,7,110,26,0.2363636363636363,14,TransposeEnv
272,grid_size15_complexity0.80_0008_ReflectEnv,15,0.8,8,110,42,0.3818181818181818,19,ReflectEnv
273,grid_size15_complexity0.80_0008_RotateEnv,15,0.8,8,110,40,0.3636363636363636,19,RotateEnv
274,grid_size15_complexity0.80_0008_StartGoalSwap,15,0.8,8,110,38,0.3454545454545454,20,StartGoalSwap
275,grid_size15_complexity0.80_0008_TransposeEnv,15,0.8,8,110,41,0.3727272727272727,19,TransposeEnv
276,grid_size15_complexity0.80_0009_ReflectEnv,15,0.8,9,110,14,0.1272727272727272,15,ReflectEnv
277,grid_size15_complexity0.80_0009_RotateEnv,15,0.8,9,110,15,0.1363636363636363,15,RotateEnv
278,grid_size15_complexity0.80_0009_StartGoalSwap,15,0.8,9,110,37,0.3363636363636363,16,StartGoalSwap
279,grid_size15_complexity0.80_0009_TransposeEnv,15,0.8,9,110,23,0.209090909090909,15,TransposeEnv
280,grid_size15_complexity1.00_0000_ReflectEnv,15,1.0,0,96,27,0.28125,0,ReflectEnv
281,grid_size15_complexity1.00_0000_RotateEnv,15,1.0,0,96,39,0.40625,0,RotateEnv
282,grid_size15_complexity1.00_0000_StartGoalSwap,15,1.0,0,96,29,0.3020833333333333,0,StartGoalSwap
283,grid_size15_complexity1.00_0000_TransposeEnv,15,1.0,0,96,31,0.3229166666666667,0,TransposeEnv
284,grid_size15_complexity1.00_0001_ReflectEnv,15,1.0,1,96,28,0.2916666666666667,0,ReflectEnv
285,grid_size15_complexity1.00_0001_RotateEnv,15,1.0,1,96,36,0.375,0,RotateEnv
286,grid_size15_complexity1.00_0001_StartGoalSwap,15,1.0,1,96,33,0.34375,0,StartGoalSwap
287,grid_size15_complexity1.00_0001_TransposeEnv,15,1.0,1,96,35,0.3645833333333333,0,TransposeEnv
288,grid_size15_complexity1.00_0002_ReflectEnv,15,1.0,2,96,41,0.4270833333333333,0,ReflectEnv
289,grid_size15_complexity1.00_0002_RotateEnv,15,1.0,2,96,39,0.40625,0,RotateEnv
290,grid_size15_complexity1.00_0002_StartGoalSwap,15,1.0,2,96,31,0.3229166666666667,0,StartGoalSwap
291,grid_size15_complexity1.00_0002_TransposeEnv,15,1.0,2,96,42,0.4375,0,TransposeEnv
292,grid_size15_complexity1.00_0003_ReflectEnv,15,1.0,3,96,40,0.4166666666666667,0,ReflectEnv
293,grid_size15_complexity1.00_0003_RotateEnv,15,1.0,3,96,40,0.4166666666666667,0,RotateEnv
294,grid_size15_complexity1.00_0003_StartGoalSwap,15,1.0,3,96,31,0.3229166666666667,0,StartGoalSwap
295,grid_size15_complexity1.00_0003_TransposeEnv,15,1.0,3,96,47,0.4895833333333333,0,TransposeEnv
296,grid_size15_complexity1.00_0004_ReflectEnv,15,1.0,4,96,27,0.28125,0,ReflectEnv
297,grid_size15_complexity1.00_0004_RotateEnv,15,1.0,4,96,38,0.3958333333333333,0,RotateEnv
298,grid_size15_complexity1.00_0004_StartGoalSwap,15,1.0,4,96,30,0.3125,0,StartGoalSwap
299,grid_size15_complexity1.00_0004_TransposeEnv,15,1.0,4,96,30,0.3125,0,TransposeEnv
300,grid_size15_complexity1.00_0005_ReflectEnv,15,1.0,5,96,26,0.2708333333333333,0,ReflectEnv
301,grid_size15_complexity1.00_0005_RotateEnv,15,1.0,5,96,31,0.3229166666666667,0,RotateEnv
302,grid_size15_complexity1.00_0005_StartGoalSwap,15,1.0,5,96,35,0.3645833333333333,0,StartGoalSwap
303,grid_size15_complexity1.00_0005_TransposeEnv,15,1.0,5,96,35,0.3645833333333333,0,TransposeEnv
304,grid_size15_complexity1.00_0006_ReflectEnv,15,1.0,6,96,31,0.3229166666666667,0,ReflectEnv
305,grid_size15_complexity1.00_0006_RotateEnv,15,1.0,6,96,39,0.40625,0,RotateEnv
306,grid_size15_complexity1.00_0006_StartGoalSwap,15,1.0,6,96,36,0.375,0,StartGoalSwap
307,grid_size15_complexity1.00_0006_TransposeEnv,15,1.0,6,96,35,0.3645833333333333,0,TransposeEnv
308,grid_size15_complexity1.00_0007_ReflectEnv,15,1.0,7,96,44,0.4583333333333333,0,ReflectEnv
309,grid_size15_complexity1.00_0007_RotateEnv,15,1.0,7,96,41,0.4270833333333333,0,RotateEnv
310,grid_size15_complexity1.00_0007_StartGoalSwap,15,1.0,7,96,29,0.3020833333333333,0,StartGoalSwap
311,grid_size15_complexity1.00_0007_TransposeEnv,15,1.0,7,96,37,0.3854166666666667,0,TransposeEnv
312,grid_size15_complexity1.00_0008_ReflectEnv,15,1.0,8,96,35,0.3645833333333333,0,ReflectEnv
313,grid_size15_complexity1.00_0008_RotateEnv,15,1.0,8,96,39,0.40625,0,RotateEnv
314,grid_size15_complexity1.00_0008_StartGoalSwap,15,1.0,8,96,36,0.375,0,StartGoalSwap
315,grid_size15_complexity1.00_0008_TransposeEnv,15,1.0,8,96,40,0.4166666666666667,0,TransposeEnv
316,grid_size15_complexity1.00_0009_ReflectEnv,15,1.0,9,96,40,0.4166666666666667,0,ReflectEnv
317,grid_size15_complexity1.00_0009_RotateEnv,15,1.0,9,96,43,0.4479166666666667,0,RotateEnv
318,grid_size15_complexity1.00_0009_StartGoalSwap,15,1.0,9,96,39,0.40625,0,StartGoalSwap
319,grid_size15_complexity1.00_0009_TransposeEnv,15,1.0,9,96,41,0.4270833333333333,0,TransposeEnv
320,grid_size7_complexity0.00_0000_ReflectEnv,7,0.0,0,24,0,0.0,16,ReflectEnv
321,grid_size7_complexity0.00_0000_RotateEnv,7,0.0,0,24,0,0.0,16,RotateEnv
322,grid_size7_complexity0.00_0000_StartGoalSwap,7,0.0,0,24,0,0.0,16,StartGoalSwap
323,grid_size7_complexity0.00_0000_TransposeEnv,7,0.0,0,24,0,0.0,16,TransposeEnv
324,grid_size7_complexity0.00_0001_ReflectEnv,7,0.0,1,24,0,0.0,16,ReflectEnv
325,grid_size7_complexity0.00_0001_RotateEnv,7,0.0,1,24,0,0.0,16,RotateEnv
326,grid_size7_complexity0.00_0001_StartGoalSwap,7,0.0,1,24,0,0.0,16,StartGoalSwap
327,grid_size7_complexity0.00_0001_TransposeEnv,7,0.0,1,24,0,0.0,16,TransposeEnv
328,grid_size7_complexity0.00_0002_ReflectEnv,7,0.0,2,24,0,0.0,16,ReflectEnv
329,grid_size7_complexity0.00_0002_RotateEnv,7,0.0,2,24,0,0.0,16,RotateEnv
330,grid_size7_complexity0.00_0002_StartGoalSwap,7,0.0,2,24,0,0.0,16,StartGoalSwap
331,grid_size7_complexity0.00_0002_TransposeEnv,7,0.0,2,24,0,0.0,16,TransposeEnv
332,grid_size7_complexity0.00_0003_ReflectEnv,7,0.0,3,24,0,0.0,16,ReflectEnv
333,grid_size7_complexity0.00_0003_RotateEnv,7,0.0,3,24,0,0.0,16,RotateEnv
334,grid_size7_complexity0.00_0003_StartGoalSwap,7,0.0,3,24,0,0.0,16,StartGoalSwap
335,grid_size7_complexity0.00_0003_TransposeEnv,7,0.0,3,24,0,0.0,16,TransposeEnv
336,grid_size7_complexity0.00_0004_ReflectEnv,7,0.0,4,24,0,0.0,16,ReflectEnv
337,grid_size7_complexity0.00_0004_RotateEnv,7,0.0,4,24,0,0.0,16,RotateEnv
338,grid_size7_complexity0.00_0004_StartGoalSwap,7,0.0,4,24,0,0.0,16,StartGoalSwap
339,grid_size7_complexity0.00_0004_TransposeEnv,7,0.0,4,24,0,0.0,16,TransposeEnv
340,grid_size7_complexity0.00_0005_ReflectEnv,7,0.0,5,24,0,0.0,16,ReflectEnv
341,grid_size7_complexity0.00_0005_RotateEnv,7,0.0,5,24,0,0.0,16,RotateEnv
342,grid_size7_complexity0.00_0005_StartGoalSwap,7,0.0,5,24,0,0.0,16,StartGoalSwap
343,grid_size7_complexity0.00_0005_TransposeEnv,7,0.0,5,24,0,0.0,16,TransposeEnv
344,grid_size7_complexity0.00_0006_ReflectEnv,7,0.0,6,24,0,0.0,16,ReflectEnv
345,grid_size7_complexity0.00_0006_RotateEnv,7,0.0,6,24,0,0.0,16,RotateEnv
346,grid_size7_complexity0.00_0006_StartGoalSwap,7,0.0,6,24,0,0.0,16,StartGoalSwap
347,grid_size7_complexity0.00_0006_TransposeEnv,7,0.0,6,24,0,0.0,16,TransposeEnv
348,grid_size7_complexity0.00_0007_ReflectEnv,7,0.0,7,24,0,0.0,16,ReflectEnv
349,grid_size7_complexity0.00_0007_RotateEnv,7,0.0,7,24,0,0.0,16,RotateEnv
350,grid_size7_complexity0.00_0007_StartGoalSwap,7,0.0,7,24,0,0.0,16,StartGoalSwap
351,grid_size7_complexity0.00_0007_TransposeEnv,7,0.0,7,24,0,0.0,16,TransposeEnv
352,grid_size7_complexity0.00_0008_ReflectEnv,7,0.0,8,24,0,0.0,16,ReflectEnv
353,grid_size7_complexity0.00_0008_RotateEnv,7,0.0,8,24,0,0.0,16,RotateEnv
354,grid_size7_complexity0.00_0008_StartGoalSwap,7,0.0,8,24,0,0.0,16,StartGoalSwap
355,grid_size7_complexity0.00_0008_TransposeEnv,7,0.0,8,24,0,0.0,16,TransposeEnv
356,grid_size7_complexity0.00_0009_ReflectEnv,7,0.0,9,24,0,0.0,16,ReflectEnv
357,grid_size7_complexity0.00_0009_RotateEnv,7,0.0,9,24,0,0.0,16,RotateEnv
358,grid_size7_complexity0.00_0009_StartGoalSwap,7,0.0,9,24,0,0.0,16,StartGoalSwap
359,grid_size7_complexity0.00_0009_TransposeEnv,7,0.0,9,24,0,0.0,16,TransposeEnv
360,grid_size7_complexity0.20_0000_ReflectEnv,7,0.2,0,22,0,0.0,11,ReflectEnv
361,grid_size7_complexity0.20_0000_RotateEnv,7,0.2,0,22,0,0.0,11,RotateEnv
362,grid_size7_complexity0.20_0000_StartGoalSwap,7,0.2,0,22,0,0.0,11,StartGoalSwap
363,grid_size7_complexity0.20_0000_TransposeEnv,7,0.2,0,22,0,0.0,11,TransposeEnv
364,grid_size7_complexity0.20_0001_ReflectEnv,7,0.2,1,22,0,0.0,10,ReflectEnv
365,grid_size7_complexity0.20_0001_RotateEnv,7,0.2,1,22,1,0.0454545454545454,10,RotateEnv
366,grid_size7_complexity0.20_0001_StartGoalSwap,7,0.2,1,22,0,0.0,10,StartGoalSwap
367,grid_size7_complexity0.20_0001_TransposeEnv,7,0.2,1,22,0,0.0,10,TransposeEnv
368,grid_size7_complexity0.20_0002_ReflectEnv,7,0.2,2,22,0,0.0,10,ReflectEnv
369,grid_size7_complexity0.20_0002_RotateEnv,7,0.2,2,22,0,0.0,10,RotateEnv
370,grid_size7_complexity0.20_0002_StartGoalSwap,7,0.2,2,22,1,0.0454545454545454,8,StartGoalSwap
371,grid_size7_complexity0.20_0002_TransposeEnv,7,0.2,2,22,1,0.0454545454545454,10,TransposeEnv
372,grid_size7_complexity0.20_0003_ReflectEnv,7,0.2,3,22,0,0.0,10,ReflectEnv
373,grid_size7_complexity0.20_0003_RotateEnv,7,0.2,3,22,0,0.0,10,RotateEnv
374,grid_size7_complexity0.20_0003_StartGoalSwap,7,0.2,3,22,0,0.0,10,StartGoalSwap
375,grid_size7_complexity0.20_0003_TransposeEnv,7,0.2,3,22,0,0.0,10,TransposeEnv
376,grid_size7_complexity0.20_0004_ReflectEnv,7,0.2,4,22,1,0.0454545454545454,11,ReflectEnv
377,grid_size7_complexity0.20_0004_RotateEnv,7,0.2,4,22,1,0.0454545454545454,11,RotateEnv
378,grid_size7_complexity0.20_0004_StartGoalSwap,7,0.2,4,22,1,0.0454545454545454,9,StartGoalSwap
379,grid_size7_complexity0.20_0004_TransposeEnv,7,0.2,4,22,0,0.0,11,TransposeEnv
380,grid_size7_complexity0.20_0005_ReflectEnv,7,0.2,5,22,1,0.0454545454545454,11,ReflectEnv
381,grid_size7_complexity0.20_0005_RotateEnv,7,0.2,5,22,0,0.0,11,RotateEnv
382,grid_size7_complexity0.20_0005_StartGoalSwap,7,0.2,5,22,0,0.0,11,StartGoalSwap
383,grid_size7_complexity0.20_0005_TransposeEnv,7,0.2,5,22,0,0.0,11,TransposeEnv
384,grid_size7_complexity0.20_0006_ReflectEnv,7,0.2,6,22,1,0.0454545454545454,10,ReflectEnv
385,grid_size7_complexity0.20_0006_RotateEnv,7,0.2,6,22,0,0.0,10,RotateEnv
386,grid_size7_complexity0.20_0006_StartGoalSwap,7,0.2,6,22,2,0.0909090909090909,10,StartGoalSwap
387,grid_size7_complexity0.20_0006_TransposeEnv,7,0.2,6,22,0,0.0,10,TransposeEnv
388,grid_size7_complexity0.20_0007_ReflectEnv,7,0.2,7,22,1,0.0454545454545454,11,ReflectEnv
389,grid_size7_complexity0.20_0007_RotateEnv,7,0.2,7,22,1,0.0454545454545454,11,RotateEnv
390,grid_size7_complexity0.20_0007_StartGoalSwap,7,0.2,7,22,0,0.0,9,StartGoalSwap
391,grid_size7_complexity0.20_0007_TransposeEnv,7,0.2,7,22,0,0.0,11,TransposeEnv
392,grid_size7_complexity0.20_0008_ReflectEnv,7,0.2,8,22,0,0.0,10,ReflectEnv
393,grid_size7_complexity0.20_0008_RotateEnv,7,0.2,8,22,0,0.0,10,RotateEnv
394,grid_size7_complexity0.20_0008_StartGoalSwap,7,0.2,8,22,0,0.0,10,StartGoalSwap
395,grid_size7_complexity0.20_0008_TransposeEnv,7,0.2,8,22,0,0.0,10,TransposeEnv
396,grid_size7_complexity0.20_0009_ReflectEnv,7,0.2,9,22,0,0.0,10,ReflectEnv
397,grid_size7_complexity0.20_0009_RotateEnv,7,0.2,9,22,2,0.0909090909090909,10,RotateEnv
398,grid_size7_complexity0.20_0009_StartGoalSwap,7,0.2,9,22,0,0.0,10,StartGoalSwap
399,grid_size7_complexity0.20_0009_TransposeEnv,7,0.2,9,22,0,0.0,10,TransposeEnv
400,grid_size7_complexity0.40_0000_ReflectEnv,7,0.4,0,20,0,0.0,6,ReflectEnv
401,grid_size7_complexity0.40_0000_RotateEnv,7,0.4,0,20,1,0.05,6,RotateEnv
402,grid_size7_complexity0.40_0000_StartGoalSwap,7,0.4,0,20,2,0.1,6,StartGoalSwap
403,grid_size7_complexity0.40_0000_TransposeEnv,7,0.4,0,20,0,0.0,6,TransposeEnv
404,grid_size7_complexity0.40_0001_ReflectEnv,7,0.4,1,20,0,0.0,8,ReflectEnv
405,grid_size7_complexity0.40_0001_RotateEnv,7,0.4,1,20,0,0.0,8,RotateEnv
406,grid_size7_complexity0.40_0001_StartGoalSwap,7,0.4,1,20,0,0.0,8,StartGoalSwap
407,grid_size7_complexity0.40_0001_TransposeEnv,7,0.4,1,20,0,0.0,8,TransposeEnv
408,grid_size7_complexity0.40_0002_ReflectEnv,7,0.4,2,20,0,0.0,7,ReflectEnv
409,grid_size7_complexity0.40_0002_RotateEnv,7,0.4,2,20,0,0.0,7,RotateEnv
410,grid_size7_complexity0.40_0002_StartGoalSwap,7,0.4,2,20,2,0.1,7,StartGoalSwap
411,grid_size7_complexity0.40_0002_TransposeEnv,7,0.4,2,20,1,0.05,7,TransposeEnv
412,grid_size7_complexity0.40_0003_ReflectEnv,7,0.4,3,20,0,0.0,7,ReflectEnv
413,grid_size7_complexity0.40_0003_RotateEnv,7,0.4,3,20,0,0.0,7,RotateEnv
414,grid_size7_complexity0.40_0003_StartGoalSwap,7,0.4,3,20,1,0.05,7,StartGoalSwap
415,grid_size7_complexity0.40_0003_TransposeEnv,7,0.4,3,20,0,0.0,7,TransposeEnv
416,grid_size7_complexity0.40_0004_ReflectEnv,7,0.4,4,20,0,0.0,7,ReflectEnv
417,grid_size7_complexity0.40_0004_RotateEnv,7,0.4,4,20,1,0.05,7,RotateEnv
418,grid_size7_complexity0.40_0004_StartGoalSwap,7,0.4,4,20,0,0.0,7,StartGoalSwap
419,grid_size7_complexity0.40_0004_TransposeEnv,7,0.4,4,20,0,0.0,7,TransposeEnv
420,grid_size7_complexity0.40_0005_ReflectEnv,7,0.4,5,20,0,0.0,5,ReflectEnv
421,grid_size7_complexity0.40_0005_RotateEnv,7,0.4,5,20,1,0.05,5,RotateEnv
422,grid_size7_complexity0.40_0005_StartGoalSwap,7,0.4,5,20,1,0.05,5,StartGoalSwap
423,grid_size7_complexity0.40_0005_TransposeEnv,7,0.4,5,20,2,0.1,5,TransposeEnv
424,grid_size7_complexity0.40_0006_ReflectEnv,7,0.4,6,20,2,0.1,5,ReflectEnv
425,grid_size7_complexity0.40_0006_RotateEnv,7,0.4,6,20,1,0.05,5,RotateEnv
426,grid_size7_complexity0.40_0006_StartGoalSwap,7,0.4,6,20,1,0.05,6,StartGoalSwap
427,grid_size7_complexity0.40_0006_TransposeEnv,7,0.4,6,20,1,0.05,5,TransposeEnv
428,grid_size7_complexity0.40_0007_ReflectEnv,7,0.4,7,20,2,0.1,6,ReflectEnv
429,grid_size7_complexity0.40_0007_RotateEnv,7,0.4,7,20,1,0.05,6,RotateEnv
430,grid_size7_complexity0.40_0007_StartGoalSwap,7,0.4,7,20,1,0.05,6,StartGoalSwap
431,grid_size7_complexity0.40_0007_TransposeEnv,7,0.4,7,20,1,0.05,6,TransposeEnv
432,grid_size7_complexity0.40_0008_ReflectEnv,7,0.4,8,20,0,0.0,6,ReflectEnv
433,grid_size7_complexity0.40_0008_RotateEnv,7,0.4,8,20,1,0.05,6,RotateEnv
434,grid_size7_complexity0.40_0008_StartGoalSwap,7,0.4,8,20,2,0.1,6,StartGoalSwap
435,grid_size7_complexity0.40_0008_TransposeEnv,7,0.4,8,20,1,0.05,6,TransposeEnv
436,grid_size7_complexity0.40_0009_ReflectEnv,7,0.4,9,20,1,0.05,6,ReflectEnv
437,grid_size7_complexity0.40_0009_RotateEnv,7,0.4,9,20,0,0.0,6,RotateEnv
438,grid_size7_complexity0.40_0009_StartGoalSwap,7,0.4,9,20,0,0.0,6,StartGoalSwap
439,grid_size7_complexity0.40_0009_TransposeEnv,7,0.4,9,20,0,0.0,6,TransposeEnv
440,grid_size7_complexity0.60_0000_ReflectEnv,7,0.6,0,19,1,0.0526315789473684,4,ReflectEnv
441,grid_size7_complexity0.60_0000_RotateEnv,7,0.6,0,19,1,0.0526315789473684,4,RotateEnv
442,grid_size7_complexity0.60_0000_StartGoalSwap,7,0.6,0,19,1,0.0526315789473684,4,StartGoalSwap
443,grid_size7_complexity0.60_0000_TransposeEnv,7,0.6,0,19,0,0.0,4,TransposeEnv
444,grid_size7_complexity0.60_0001_ReflectEnv,7,0.6,1,19,0,0.0,4,ReflectEnv
445,grid_size7_complexity0.60_0001_RotateEnv,7,0.6,1,19,0,0.0,4,RotateEnv
446,grid_size7_complexity0.60_0001_StartGoalSwap,7,0.6,1,19,0,0.0,4,StartGoalSwap
447,grid_size7_complexity0.60_0001_TransposeEnv,7,0.6,1,19,0,0.0,4,TransposeEnv
448,grid_size7_complexity0.60_0002_ReflectEnv,7,0.6,2,19,2,0.1052631578947368,5,ReflectEnv
449,grid_size7_complexity0.60_0002_RotateEnv,7,0.6,2,19,0,0.0,5,RotateEnv
450,grid_size7_complexity0.60_0002_StartGoalSwap,7,0.6,2,19,2,0.1052631578947368,5,StartGoalSwap
451,grid_size7_complexity0.60_0002_TransposeEnv,7,0.6,2,19,1,0.0526315789473684,5,TransposeEnv
452,grid_size7_complexity0.60_0003_ReflectEnv,7,0.6,3,19,2,0.1052631578947368,5,ReflectEnv
453,grid_size7_complexity0.60_0003_RotateEnv,7,0.6,3,19,0,0.0,5,RotateEnv
454,grid_size7_complexity0.60_0003_StartGoalSwap,7,0.6,3,19,0,0.0,5,StartGoalSwap
455,grid_size7_complexity0.60_0003_TransposeEnv,7,0.6,3,19,0,0.0,5,TransposeEnv
456,grid_size7_complexity0.60_0004_ReflectEnv,7,0.6,4,19,0,0.0,5,ReflectEnv
457,grid_size7_complexity0.60_0004_RotateEnv,7,0.6,4,19,2,0.1052631578947368,5,RotateEnv
458,grid_size7_complexity0.60_0004_StartGoalSwap,7,0.6,4,19,0,0.0,5,StartGoalSwap
459,grid_size7_complexity0.60_0004_TransposeEnv,7,0.6,4,19,1,0.0526315789473684,5,TransposeEnv
460,grid_size7_complexity0.60_0005_ReflectEnv,7,0.6,5,19,0,0.0,5,ReflectEnv
461,grid_size7_complexity0.60_0005_RotateEnv,7,0.6,5,19,0,0.0,5,RotateEnv
462,grid_size7_complexity0.60_0005_StartGoalSwap,7,0.6,5,19,2,0.1052631578947368,5,StartGoalSwap
463,grid_size7_complexity0.60_0005_TransposeEnv,7,0.6,5,19,0,0.0,5,TransposeEnv
464,grid_size7_complexity0.60_0006_ReflectEnv,7,0.6,6,19,0,0.0,3,ReflectEnv
465,grid_size7_complexity0.60_0006_RotateEnv,7,0.6,6,19,0,0.0,3,RotateEnv
466,grid_size7_complexity0.60_0006_StartGoalSwap,7,0.6,6,19,0,0.0,3,StartGoalSwap
467,grid_size7_complexity0.60_0006_TransposeEnv,7,0.6,6,19,2,0.1052631578947368,3,TransposeEnv
468,grid_size7_complexity0.60_0007_ReflectEnv,7,0.6,7,19,2,0.1052631578947368,3,ReflectEnv
469,grid_size7_complexity0.60_0007_RotateEnv,7,0.6,7,19,0,0.0,3,RotateEnv
470,grid_size7_complexity0.60_0007_StartGoalSwap,7,0.6,7,19,1,0.0526315789473684,4,StartGoalSwap
471,grid_size7_complexity0.60_0007_TransposeEnv,7,0.6,7,19,0,0.0,3,TransposeEnv
472,grid_size7_complexity0.60_0008_ReflectEnv,7,0.6,8,19,0,0.0,4,ReflectEnv
473,grid_size7_complexity0.60_0008_RotateEnv,7,0.6,8,19,0,0.0,4,RotateEnv
474,grid_size7_complexity0.60_0008_StartGoalSwap,7,0.6,8,19,0,0.0,4,StartGoalSwap
475,grid_size7_complexity0.60_0008_TransposeEnv,7,0.6,8,19,1,0.0526315789473684,4,TransposeEnv
476,grid_size7_complexity0.60_0009_ReflectEnv,7,0.6,9,19,0,0.0,5,ReflectEnv
477,grid_size7_complexity0.60_0009_RotateEnv,7,0.6,9,19,0,0.0,5,RotateEnv
478,grid_size7_complexity0.60_0009_StartGoalSwap,7,0.6,9,19,1,0.0526315789473684,5,StartGoalSwap
479,grid_size7_complexity0.60_0009_TransposeEnv,7,0.6,9,19,0,0.0,5,TransposeEnv
480,grid_size7_complexity0.80_0000_ReflectEnv,7,0.8,0,17,0,0.0,2,ReflectEnv
481,grid_size7_complexity0.80_0000_RotateEnv,7,0.8,0,17,1,0.0588235294117647,2,RotateEnv
482,grid_size7_complexity0.80_0000_StartGoalSwap,7,0.8,0,17,1,0.0588235294117647,2,StartGoalSwap
483,grid_size7_complexity0.80_0000_TransposeEnv,7,0.8,0,17,0,0.0,2,TransposeEnv
484,grid_size7_complexity0.80_0001_ReflectEnv,7,0.8,1,17,2,0.1176470588235294,1,ReflectEnv
485,grid_size7_complexity0.80_0001_RotateEnv,7,0.8,1,17,1,0.0588235294117647,1,RotateEnv
486,grid_size7_complexity0.80_0001_StartGoalSwap,7,0.8,1,17,4,0.2352941176470588,1,StartGoalSwap
487,grid_size7_complexity0.80_0001_TransposeEnv,7,0.8,1,17,0,0.0,1,TransposeEnv
488,grid_size7_complexity0.80_0002_ReflectEnv,7,0.8,2,17,4,0.2352941176470588,1,ReflectEnv
489,grid_size7_complexity0.80_0002_RotateEnv,7,0.8,2,17,0,0.0,1,RotateEnv
490,grid_size7_complexity0.80_0002_StartGoalSwap,7,0.8,2,17,1,0.0588235294117647,1,StartGoalSwap
491,grid_size7_complexity0.80_0002_TransposeEnv,7,0.8,2,17,0,0.0,1,TransposeEnv
492,grid_size7_complexity0.80_0003_ReflectEnv,7,0.8,3,17,0,0.0,1,ReflectEnv
493,grid_size7_complexity0.80_0003_RotateEnv,7,0.8,3,17,0,0.0,1,RotateEnv
494,grid_size7_complexity0.80_0003_StartGoalSwap,7,0.8,3,17,2,0.1176470588235294,1,StartGoalSwap
495,grid_size7_complexity0.80_0003_TransposeEnv,7,0.8,3,17,0,0.0,1,TransposeEnv
496,grid_size7_complexity0.80_0004_ReflectEnv,7,0.8,4,17,1,0.0588235294117647,1,ReflectEnv
497,grid_size7_complexity0.80_0004_RotateEnv,7,0.8,4,17,1,0.0588235294117647,1,RotateEnv
498,grid_size7_complexity0.80_0004_StartGoalSwap,7,0.8,4,17,3,0.1764705882352941,1,StartGoalSwap
499,grid_size7_complexity0.80_0004_TransposeEnv,7,0.8,4,17,0,0.0,1,TransposeEnv
500,grid_size7_complexity0.80_0005_ReflectEnv,7,0.8,5,17,0,0.0,1,ReflectEnv
501,grid_size7_complexity0.80_0005_RotateEnv,7,0.8,5,17,0,0.0,1,RotateEnv
502,grid_size7_complexity0.80_0005_StartGoalSwap,7,0.8,5,17,1,0.0588235294117647,1,StartGoalSwap
503,grid_size7_complexity0.80_0005_TransposeEnv,7,0.8,5,17,3,0.1764705882352941,1,TransposeEnv
504,grid_size7_complexity0.80_0006_ReflectEnv,7,0.8,6,17,0,0.0,1,ReflectEnv
505,grid_size7_complexity0.80_0006_RotateEnv,7,0.8,6,17,0,0.0,1,RotateEnv
506,grid_size7_complexity0.80_0006_StartGoalSwap,7,0.8,6,17,0,0.0,1,StartGoalSwap
507,grid_size7_complexity0.80_0006_TransposeEnv,7,0.8,6,17,0,0.0,1,TransposeEnv
