grid_id,grid_size,complexity,instance_id,total_cells,errors,error_rate,multi_optimal_cells
grid_size7_complexity0.60_0002_StartGoalSwap,7,0.6,2,19,2,0.10526315789473684,5
grid_size7_complexity0.60_0002_TransposeEnv,7,0.6,2,19,1,0.05263157894736842,5
grid_size7_complexity0.60_0003_ReflectEnv,7,0.6,3,19,2,0.10526315789473684,5
grid_size7_complexity0.60_0003_RotateEnv,7,0.6,3,19,0,0.0,5
grid_size7_complexity0.60_0003_StartGoalSwap,7,0.6,3,19,0,0.0,5
grid_size7_complexity0.60_0003_TransposeEnv,7,0.6,3,19,0,0.0,5
grid_size7_complexity0.60_0004_ReflectEnv,7,0.6,4,19,0,0.0,5
grid_size7_complexity0.60_0004_RotateEnv,7,0.6,4,19,2,0.10526315789473684,5
grid_size7_complexity0.60_0004_StartGoalSwap,7,0.6,4,19,0,0.0,5
grid_size7_complexity0.60_0004_TransposeEnv,7,0.6,4,19,1,0.05263157894736842,5
grid_size7_complexity0.60_0005_ReflectEnv,7,0.6,5,19,0,0.0,5
grid_size7_complexity0.60_0005_RotateEnv,7,0.6,5,19,0,0.0,5
grid_size7_complexity0.60_0005_StartGoalSwap,7,0.6,5,19,2,0.10526315789473684,5
grid_size7_complexity0.60_0005_TransposeEnv,7,0.6,5,19,0,0.0,5
grid_size7_complexity0.60_0006_ReflectEnv,7,0.6,6,19,0,0.0,3
grid_size7_complexity0.60_0006_RotateEnv,7,0.6,6,19,0,0.0,3
grid_size7_complexity0.60_0006_StartGoalSwap,7,0.6,6,19,0,0.0,3
grid_size7_complexity0.60_0006_TransposeEnv,7,0.6,6,19,2,0.10526315789473684,3
grid_size7_complexity0.60_0007_ReflectEnv,7,0.6,7,19,2,0.10526315789473684,3
grid_size7_complexity0.60_0007_RotateEnv,7,0.6,7,19,0,0.0,3
grid_size7_complexity0.60_0007_StartGoalSwap,7,0.6,7,19,1,0.05263157894736842,4
grid_size7_complexity0.60_0007_TransposeEnv,7,0.6,7,19,0,0.0,3
grid_size7_complexity0.60_0008_ReflectEnv,7,0.6,8,19,0,0.0,4
grid_size7_complexity0.60_0008_RotateEnv,7,0.6,8,19,0,0.0,4
grid_size7_complexity0.60_0008_StartGoalSwap,7,0.6,8,19,0,0.0,4
grid_size7_complexity0.60_0008_TransposeEnv,7,0.6,8,19,1,0.05263157894736842,4
grid_size7_complexity0.60_0009_ReflectEnv,7,0.6,9,19,0,0.0,5
grid_size7_complexity0.60_0009_RotateEnv,7,0.6,9,19,0,0.0,5
grid_size7_complexity0.60_0009_StartGoalSwap,7,0.6,9,19,1,0.05263157894736842,5
grid_size7_complexity0.60_0009_TransposeEnv,7,0.6,9,19,0,0.0,5
grid_size7_complexity0.80_0000_ReflectEnv,7,0.8,0,17,0,0.0,2
grid_size7_complexity0.80_0000_RotateEnv,7,0.8,0,17,1,0.058823529411764705,2
grid_size7_complexity0.80_0000_StartGoalSwap,7,0.8,0,17,1,0.058823529411764705,2
grid_size7_complexity0.80_0000_TransposeEnv,7,0.8,0,17,0,0.0,2
grid_size7_complexity0.80_0001_ReflectEnv,7,0.8,1,17,2,0.11764705882352941,1
grid_size7_complexity0.80_0001_RotateEnv,7,0.8,1,17,1,0.058823529411764705,1
grid_size7_complexity0.80_0001_StartGoalSwap,7,0.8,1,17,4,0.23529411764705882,1
grid_size7_complexity0.80_0001_TransposeEnv,7,0.8,1,17,0,0.0,1
grid_size7_complexity0.80_0002_ReflectEnv,7,0.8,2,17,4,0.23529411764705882,1
grid_size7_complexity0.80_0002_RotateEnv,7,0.8,2,17,0,0.0,1
grid_size7_complexity0.80_0002_StartGoalSwap,7,0.8,2,17,1,0.058823529411764705,1
grid_size7_complexity0.80_0002_TransposeEnv,7,0.8,2,17,0,0.0,1
grid_size7_complexity0.80_0003_ReflectEnv,7,0.8,3,17,0,0.0,1
grid_size7_complexity0.80_0003_RotateEnv,7,0.8,3,17,0,0.0,1
grid_size7_complexity0.80_0003_StartGoalSwap,7,0.8,3,17,2,0.11764705882352941,1
grid_size7_complexity0.80_0003_TransposeEnv,7,0.8,3,17,0,0.0,1
grid_size7_complexity0.80_0004_ReflectEnv,7,0.8,4,17,1,0.058823529411764705,1
grid_size7_complexity0.80_0004_RotateEnv,7,0.8,4,17,1,0.058823529411764705,1
grid_size7_complexity0.80_0004_StartGoalSwap,7,0.8,4,17,3,0.17647058823529413,1
grid_size7_complexity0.80_0004_TransposeEnv,7,0.8,4,17,0,0.0,1
