grid_id,grid_size,complexity,instance_id,total_cells,errors,error_rate,multi_optimal_cells
grid_size13_complexity0.80_0000_ReflectEnv,13,0.8,0,79,19,0.24050632911392406,13
grid_size13_complexity0.80_0000_RotateEnv,13,0.8,0,79,18,0.22784810126582278,13
grid_size13_complexity0.80_0000_StartGoalSwap,13,0.8,0,79,28,0.35443037974683544,13
grid_size13_complexity0.80_0000_TransposeEnv,13,0.8,0,79,20,0.25316455696202533,13
grid_size13_complexity0.80_0001_ReflectEnv,13,0.8,1,79,26,0.3291139240506329,9
grid_size13_complexity0.80_0001_RotateEnv,13,0.8,1,79,13,0.16455696202531644,9
grid_size13_complexity0.80_0001_StartGoalSwap,13,0.8,1,79,29,0.3670886075949367,8
grid_size13_complexity0.80_0001_TransposeEnv,13,0.8,1,79,14,0.17721518987341772,9
grid_size13_complexity0.80_0002_ReflectEnv,13,0.8,2,79,27,0.34177215189873417,11
grid_size13_complexity0.80_0002_RotateEnv,13,0.8,2,79,15,0.189873417721519,11
grid_size13_complexity0.80_0002_StartGoalSwap,13,0.8,2,79,17,0.21518987341772153,11
grid_size13_complexity0.80_0002_TransposeEnv,13,0.8,2,79,16,0.20253164556962025,11
grid_size13_complexity0.80_0003_ReflectEnv,13,0.8,3,79,20,0.25316455696202533,12
grid_size13_complexity0.80_0003_RotateEnv,13,0.8,3,79,35,0.4430379746835443,12
grid_size13_complexity0.80_0003_StartGoalSwap,13,0.8,3,79,10,0.12658227848101267,12
grid_size13_complexity0.80_0003_TransposeEnv,13,0.8,3,79,30,0.379746835443038,12
grid_size13_complexity0.80_0004_ReflectEnv,13,0.8,4,79,15,0.189873417721519,11
grid_size13_complexity0.80_0004_RotateEnv,13,0.8,4,79,17,0.21518987341772153,11
grid_size13_complexity0.80_0004_StartGoalSwap,13,0.8,4,79,12,0.1518987341772152,11
grid_size13_complexity0.80_0004_TransposeEnv,13,0.8,4,79,10,0.12658227848101267,11
grid_size13_complexity0.80_0005_ReflectEnv,13,0.8,5,79,19,0.24050632911392406,11
grid_size13_complexity0.80_0005_RotateEnv,13,0.8,5,79,25,0.31645569620253167,11
grid_size13_complexity0.80_0005_StartGoalSwap,13,0.8,5,79,16,0.20253164556962025,11
grid_size13_complexity0.80_0005_TransposeEnv,13,0.8,5,79,23,0.2911392405063291,11
grid_size13_complexity0.80_0006_ReflectEnv,13,0.8,6,79,11,0.13924050632911392,10
grid_size13_complexity0.80_0006_RotateEnv,13,0.8,6,79,16,0.20253164556962025,10
grid_size13_complexity0.80_0006_StartGoalSwap,13,0.8,6,79,15,0.189873417721519,11
grid_size13_complexity0.80_0006_TransposeEnv,13,0.8,6,79,16,0.20253164556962025,10
grid_size13_complexity0.80_0007_ReflectEnv,13,0.8,7,79,16,0.20253164556962025,13
grid_size13_complexity0.80_0007_RotateEnv,13,0.8,7,79,21,0.26582278481012656,13
grid_size13_complexity0.80_0007_StartGoalSwap,13,0.8,7,79,15,0.189873417721519,13
grid_size13_complexity0.80_0007_TransposeEnv,13,0.8,7,79,18,0.22784810126582278,13
grid_size13_complexity0.80_0008_ReflectEnv,13,0.8,8,79,27,0.34177215189873417,14
grid_size13_complexity0.80_0008_RotateEnv,13,0.8,8,79,21,0.26582278481012656,14
grid_size13_complexity0.80_0008_StartGoalSwap,13,0.8,8,79,30,0.379746835443038,14
grid_size13_complexity0.80_0008_TransposeEnv,13,0.8,8,79,20,0.25316455696202533,14
grid_size13_complexity0.80_0009_ReflectEnv,13,0.8,9,79,26,0.3291139240506329,10
grid_size13_complexity0.80_0009_RotateEnv,13,0.8,9,79,18,0.22784810126582278,10
grid_size13_complexity0.80_0009_StartGoalSwap,13,0.8,9,79,16,0.20253164556962025,10
grid_size13_complexity0.80_0009_TransposeEnv,13,0.8,9,79,19,0.24050632911392406,10
grid_size13_complexity1.00_0000_ReflectEnv,13,1.0,0,70,21,0.3,0
grid_size13_complexity1.00_0000_RotateEnv,13,1.0,0,70,14,0.2,0
grid_size13_complexity1.00_0000_StartGoalSwap,13,1.0,0,70,15,0.21428571428571427,0
grid_size13_complexity1.00_0000_TransposeEnv,13,1.0,0,70,17,0.24285714285714285,0
grid_size13_complexity1.00_0001_ReflectEnv,13,1.0,1,70,15,0.21428571428571427,0
grid_size13_complexity1.00_0001_RotateEnv,13,1.0,1,70,17,0.24285714285714285,0
grid_size13_complexity1.00_0001_StartGoalSwap,13,1.0,1,70,15,0.21428571428571427,0
grid_size13_complexity1.00_0001_TransposeEnv,13,1.0,1,70,24,0.34285714285714286,0
grid_size13_complexity1.00_0002_ReflectEnv,13,1.0,2,70,22,0.3142857142857143,0
grid_size13_complexity1.00_0002_RotateEnv,13,1.0,2,70,23,0.32857142857142857,0
