grid_id,grid_size,complexity,instance_id,total_cells,errors,error_rate,multi_optimal_cells
grid_size11_complexity0.60_0007_StartGoalSwap,11,0.6,7,60,5,0.08333333333333333,20
grid_size11_complexity0.60_0007_TransposeEnv,11,0.6,7,60,9,0.15,20
grid_size11_complexity0.60_0008_ReflectEnv,11,0.6,8,60,4,0.06666666666666667,16
grid_size11_complexity0.60_0008_RotateEnv,11,0.6,8,60,5,0.08333333333333333,16
grid_size11_complexity0.60_0008_StartGoalSwap,11,0.6,8,60,9,0.15,16
grid_size11_complexity0.60_0008_TransposeEnv,11,0.6,8,60,1,0.016666666666666666,16
grid_size11_complexity0.60_0009_ReflectEnv,11,0.6,9,60,10,0.16666666666666666,19
grid_size11_complexity0.60_0009_RotateEnv,11,0.6,9,60,6,0.1,19
grid_size11_complexity0.60_0009_StartGoalSwap,11,0.6,9,60,16,0.26666666666666666,19
grid_size11_complexity0.60_0009_TransposeEnv,11,0.6,9,60,4,0.06666666666666667,19
grid_size11_complexity0.80_0000_ReflectEnv,11,0.8,0,54,7,0.12962962962962962,8
grid_size11_complexity0.80_0000_RotateEnv,11,0.8,0,54,13,0.24074074074074073,8
grid_size11_complexity0.80_0000_StartGoalSwap,11,0.8,0,54,6,0.1111111111111111,9
grid_size11_complexity0.80_0000_TransposeEnv,11,0.8,0,54,9,0.16666666666666666,8
grid_size11_complexity0.80_0001_ReflectEnv,11,0.8,1,54,15,0.2777777777777778,7
grid_size11_complexity0.80_0001_RotateEnv,11,0.8,1,54,10,0.18518518518518517,7
grid_size11_complexity0.80_0001_StartGoalSwap,11,0.8,1,54,10,0.18518518518518517,7
grid_size11_complexity0.80_0001_TransposeEnv,11,0.8,1,54,12,0.2222222222222222,7
grid_size11_complexity0.80_0002_ReflectEnv,11,0.8,2,54,19,0.35185185185185186,9
grid_size11_complexity0.80_0002_RotateEnv,11,0.8,2,54,16,0.2962962962962963,9
grid_size11_complexity0.80_0002_StartGoalSwap,11,0.8,2,54,11,0.2037037037037037,9
grid_size11_complexity0.80_0002_TransposeEnv,11,0.8,2,54,24,0.4444444444444444,9
grid_size11_complexity0.80_0003_ReflectEnv,11,0.8,3,54,18,0.3333333333333333,9
grid_size11_complexity0.80_0003_RotateEnv,11,0.8,3,54,14,0.25925925925925924,9
grid_size11_complexity0.80_0003_StartGoalSwap,11,0.8,3,54,9,0.16666666666666666,9
grid_size11_complexity0.80_0003_TransposeEnv,11,0.8,3,54,16,0.2962962962962963,9
grid_size11_complexity0.80_0004_ReflectEnv,11,0.8,4,54,15,0.2777777777777778,8
grid_size11_complexity0.80_0004_RotateEnv,11,0.8,4,54,11,0.2037037037037037,8
grid_size11_complexity0.80_0004_StartGoalSwap,11,0.8,4,54,14,0.25925925925925924,8
grid_size11_complexity0.80_0004_TransposeEnv,11,0.8,4,54,13,0.24074074074074073,8
grid_size11_complexity0.80_0005_ReflectEnv,11,0.8,5,54,9,0.16666666666666666,8
grid_size11_complexity0.80_0005_RotateEnv,11,0.8,5,54,12,0.2222222222222222,8
grid_size11_complexity0.80_0005_StartGoalSwap,11,0.8,5,54,13,0.24074074074074073,8
grid_size11_complexity0.80_0005_TransposeEnv,11,0.8,5,54,12,0.2222222222222222,8
grid_size11_complexity0.80_0006_ReflectEnv,11,0.8,6,54,22,0.4074074074074074,6
grid_size11_complexity0.80_0006_RotateEnv,11,0.8,6,54,15,0.2777777777777778,6
grid_size11_complexity0.80_0006_StartGoalSwap,11,0.8,6,54,15,0.2777777777777778,7
grid_size11_complexity0.80_0006_TransposeEnv,11,0.8,6,54,11,0.2037037037037037,6
grid_size11_complexity0.80_0007_ReflectEnv,11,0.8,7,54,12,0.2222222222222222,6
grid_size11_complexity0.80_0007_RotateEnv,11,0.8,7,54,6,0.1111111111111111,6
grid_size11_complexity0.80_0007_StartGoalSwap,11,0.8,7,54,10,0.18518518518518517,6
grid_size11_complexity0.80_0007_TransposeEnv,11,0.8,7,54,4,0.07407407407407407,6
grid_size11_complexity0.80_0008_ReflectEnv,11,0.8,8,54,6,0.1111111111111111,7
grid_size11_complexity0.80_0008_RotateEnv,11,0.8,8,54,11,0.2037037037037037,7
grid_size11_complexity0.80_0008_StartGoalSwap,11,0.8,8,54,12,0.2222222222222222,7
grid_size11_complexity0.80_0008_TransposeEnv,11,0.8,8,54,14,0.25925925925925924,7
grid_size11_complexity0.80_0009_ReflectEnv,11,0.8,9,54,7,0.12962962962962962,7
grid_size11_complexity0.80_0009_RotateEnv,11,0.8,9,54,11,0.2037037037037037,7
grid_size11_complexity0.80_0009_StartGoalSwap,11,0.8,9,54,6,0.1111111111111111,7
grid_size11_complexity0.80_0009_TransposeEnv,11,0.8,9,54,11,0.2037037037037037,7
