grid_id,grid_size,complexity,instance_id,total_cells,errors,error_rate,multi_optimal_cells
grid_size11_complexity0.00_0000_StartGoalSwap,11,0.0,0,80,0,0.0,64
grid_size11_complexity0.00_0001_RotateEnv,11,0.0,1,80,1,0.0125,64
grid_size11_complexity0.00_0001_StartGoalSwap,11,0.0,1,80,0,0.0,64
grid_size11_complexity0.00_0001_TransposeEnv,11,0.0,1,80,1,0.0125,64
grid_size11_complexity0.00_0002_ReflectEnv,11,0.0,2,80,1,0.0125,64
grid_size11_complexity0.00_0002_RotateEnv,11,0.0,2,80,0,0.0,64
grid_size11_complexity0.00_0002_TransposeEnv,11,0.0,2,80,0,0.0,64
grid_size11_complexity0.00_0003_ReflectEnv,11,0.0,3,80,0,0.0,64
grid_size11_complexity0.00_0003_RotateEnv,11,0.0,3,80,0,0.0,64
grid_size11_complexity0.00_0003_StartGoalSwap,11,0.0,3,80,0,0.0,64
grid_size11_complexity0.00_0003_TransposeEnv,11,0.0,3,80,0,0.0,64
grid_size11_complexity0.00_0004_StartGoalSwap,11,0.0,4,80,0,0.0,64
grid_size11_complexity0.00_0004_TransposeEnv,11,0.0,4,80,0,0.0,64
grid_size11_complexity0.00_0005_RotateEnv,11,0.0,5,80,0,0.0,64
grid_size11_complexity0.00_0005_StartGoalSwap,11,0.0,5,80,0,0.0,64
grid_size11_complexity0.00_0005_TransposeEnv,11,0.0,5,80,0,0.0,64
grid_size11_complexity0.00_0006_ReflectEnv,11,0.0,6,80,0,0.0,64
grid_size11_complexity0.00_0006_RotateEnv,11,0.0,6,80,1,0.0125,64
grid_size11_complexity0.00_0006_TransposeEnv,11,0.0,6,80,0,0.0,64
grid_size11_complexity0.00_0007_ReflectEnv,11,0.0,7,80,0,0.0,64
grid_size11_complexity0.00_0007_RotateEnv,11,0.0,7,80,1,0.0125,64
grid_size11_complexity0.00_0008_RotateEnv,11,0.0,8,80,0,0.0,64
grid_size11_complexity0.00_0008_TransposeEnv,11,0.0,8,80,0,0.0,64
grid_size11_complexity0.00_0009_ReflectEnv,11,0.0,9,80,0,0.0,64
grid_size11_complexity0.00_0009_RotateEnv,11,0.0,9,80,2,0.025,64
grid_size11_complexity0.00_0009_StartGoalSwap,11,0.0,9,80,0,0.0,64
grid_size11_complexity0.00_0009_TransposeEnv,11,0.0,9,80,0,0.0,64
grid_size11_complexity0.20_0000_ReflectEnv,11,0.2,0,73,7,0.0958904109589041,41
grid_size11_complexity0.20_0000_RotateEnv,11,0.2,0,73,3,0.0410958904109589,41
grid_size11_complexity0.20_0000_StartGoalSwap,11,0.2,0,73,2,0.0273972602739726,45
grid_size11_complexity0.20_0000_TransposeEnv,11,0.2,0,73,16,0.2191780821917808,41
grid_size11_complexity0.20_0001_ReflectEnv,11,0.2,1,73,6,0.0821917808219178,45
grid_size11_complexity0.20_0001_StartGoalSwap,11,0.2,1,73,6,0.0821917808219178,43
grid_size11_complexity0.20_0001_TransposeEnv,11,0.2,1,73,1,0.0136986301369863,45
grid_size11_complexity0.20_0002_ReflectEnv,11,0.2,2,73,7,0.0958904109589041,41
grid_size11_complexity0.20_0002_RotateEnv,11,0.2,2,73,9,0.1232876712328767,41
grid_size11_complexity0.20_0003_RotateEnv,11,0.2,3,73,5,0.0684931506849315,42
grid_size11_complexity0.20_0003_StartGoalSwap,11,0.2,3,73,6,0.0821917808219178,44
grid_size11_complexity0.20_0004_ReflectEnv,11,0.2,4,73,6,0.0821917808219178,44
grid_size11_complexity0.20_0004_RotateEnv,11,0.2,4,73,7,0.0958904109589041,44
grid_size11_complexity0.20_0004_StartGoalSwap,11,0.2,4,73,4,0.0547945205479452,44
grid_size11_complexity0.20_0004_TransposeEnv,11,0.2,4,73,5,0.0684931506849315,44
grid_size11_complexity0.20_0005_ReflectEnv,11,0.2,5,73,4,0.0547945205479452,46
grid_size11_complexity0.20_0005_StartGoalSwap,11,0.2,5,73,0,0.0,46
grid_size11_complexity0.20_0006_ReflectEnv,11,0.2,6,73,5,0.0684931506849315,45
grid_size11_complexity0.20_0006_RotateEnv,11,0.2,6,73,3,0.0410958904109589,45
grid_size11_complexity0.20_0006_StartGoalSwap,11,0.2,6,73,3,0.0410958904109589,43
grid_size11_complexity0.20_0006_TransposeEnv,11,0.2,6,73,4,0.0547945205479452,45
grid_size11_complexity0.20_0007_RotateEnv,11,0.2,7,73,18,0.2465753424657534,42
grid_size11_complexity0.20_0007_TransposeEnv,11,0.2,7,73,8,0.1095890410958904,42
